1	None	Relembre-se que o atleta estava afastado dos relvados desde maio, altura em que contraiu uma lesão na perna esquerda.	André Gomes entra em campo quatro meses depois de uma lesão na perna esquerda o ter afastado dos relvados.
2	None	O Sporting perdeu hoje com uma equipa muito mais experiente.	O Sporting volta a perder com uma equipa russa, desta feita com o Lokomotiv.
3	None	Cédric cruza para Tiago, que não chega a tempo.	Para os seus lugares, Cédric, Bruno Alves, Coentrão, Moutinho e Tiago.
4	None	Dessa forma, Turan só poderia ser inscrito em janeiro.	Até Aleix Vidal e Arda Turan serem inscritos o Barcelona vai sofrer.
5	None	Os pupilos orientados por Andrés Madrid empatam a partida.	A equipa orientada por Andrés Madrid ainda não conseguiu rematar à baliza de Júlio César.
6	Entailment	Deolinda Rodrigues estava internada no hospital de Santa Maria e morreu por volta das 19h00 deste sábado.	Deolinda Rodrigues morreu este sábado, ao final do dia, no Hospital de Santa Maria.
7	None	Em Agosto a dívida estava nos 229,1 mil milhões de euros, cerca de seis mil milhões de euros acima do previsto pelo Executivo.	Os 229 mil milhões de euros de endividamento público não são o valor mais elevado dos últimos meses.
8	Entailment	O BQ Aquaris X5 é o primeiro telemóvel da BQ a ser construído à base de metal.	O Aquaris X5 é o primeiro da marca a ter elementos de construção em metal.
9	None	Quem diz que Cavaco Silva é previsível está sempre a espantar-se com a sua ousadia.	Costa remeteu para Cavaco Silva qualquer decisão final.
10	Entailment	Foram detidas esta manhã 14 pessoas por crimes de corrupção e falsificação, relacionados com exames de condução.	Já foram detidas várias pessoas por suspeitas de corrupção e falsificamentos.
11	None	Não quero que um jogador sinta da minha parte uma intervenção que não foi solicitada.	O Carrillo e os jogadores têm de uma vez por todas de solicitar ao Sindicato a sua intervenção.
12	None	Relativamente ao iOS 9.1 ainda não há informações oficiais da percentagem de actualizações.	A opção de actualização durante a noite foi adicionada ao sistema operativo iOS 9.0.
13	None	Um bug no Facebook permitiu a usuários verem a popularidade das próprias postagens na rede social.	Aparentemente, o Facebook não pretende autorizar usuários a saber a popularidade das próprias postagens.
14	None	Romário considera que a candidatura do seu compatriota Zico é positiva, mas não acredita que o antigo médio brasileiro esteja preparado.	Antigos desafetos, os caminhos de Zico e Romário volta e meia se cruzam.
15	Paraphrase	Ver tantas pessoas juntas, o tempo e esforço que dispensaram para fazer algo do género, o amor em fazer música trouxe-me lágrimas.	Ver tantas pessoas a dedicar tanto tempo, esforço e amor em fazer música fez-me chegar às lágrimas.
16	Entailment	Afegãos e sírios constituíram um terço dos 213 mil migrantes que solicitaram a protecção na União Europeia.	Os sírios e os afegãos representam cerca de um terço dos imigrantes que solicitam asilo na União Europeia.
17	Entailment	O argentino cumpre a terceira temporada no Nápoles e é o melhor marcador da Serie A da Liga Italiana, com nove golos.	O argentino do Nápoles é o melhor marcador da Liga Italiana.
18	Entailment	Oscar Pistorius abandonou na noite desta segunda-feira a prisão onde se encontrava há cerca de um ano.	O atleta paralímpico Oscar Pistorus foi libertado da prisão na noite desta segunda-feira.
19	None	Os Citizens dominaram a partida, e a primeira boa chance foi criada aos 10 minutos.	Kolarov tentou cobrar no canto, mas chutou para fora, desperdiçando a última boa chance do jogo.
20	None	Uma das espécies destacadas pelo jornal britânico foi o macaco que espirra – quando chove.	Quando chove os macacos espirram porque a chuva lhes entra nas narinas viradas para cima.
21	None	O anúncio foi feito pelo director comercial da empresa em Portugal, José Lopes.	Houve foi um reforço de lugares, segundo o director comercial José Lopes.
22	None	Sobre as duas outras marcas, a Audi e a Skoda, o comunicado é omisso.	Entre eles, 94,4 mil da Volkswagen, Audi e Skoda e 23 mil veículos da Seat.
23	Entailment	Alberto António Monteiro Fialho, antigo jogador do Benfica na década de 50, faleceu esta terça-feira em Évora aos 87 anos.	O futebolista Albero Fialho faleceu, esta terça-feira, aos 87 anos.
24	None	Há um mês, o FTL Moda a contactou para convidá-la para desfilar em Nova York.	E acaba de desfilar na Semana da Moda de Nova York, uma das mais importantes do mundo.
25	None	O principal opositor, o conservador Mauricio Macri, tem 34,6% dos votos.	"Macri pediu os votos de todos os candidatos opositores a Scioli para a ""Argentina da mudança""."
26	None	Líder da CDU atacou também António Costa.	Passos Coelho ou António Costa, um deles será o próximo primeiro-ministro.
27	None	Por isso, Julen Lopetegui terá de fazer alguma gestão.	Julen Lopetegui exige concentração máxima no campeonato.
28	None	Na véspera, Cat Power atua em Lisboa.	Um concerto de Cat Power consegue ser genuinamente aflitivo.
29	None	O triunfo permitiu ao Chelsea subir um lugar, para 15.º, depois de ultrapassar precisamente o Norwich.	O Chelsea recebe o Norwich este sábado a partir das 15 horas.
30	None	Já o West Ham subiu provisoriamente ao segundo lugar, a três pontos do primeiro.	Diferentemente do primeiro tempo, o West Ham não conseguiu jogar e foi ainda menos ao ataque.
31	None	No início de setembro passado, a OMS anunciou que a Libéria estava livre do vírus do Ébola pela segunda vez.	A 07 de novembro, a OMS declarou a Serra Leoa livre da transmissão do vírus do Ébola.
32	None	Pep Guardiola voltou a falar em defesa da independência da Catalunha.	Pep Guardiola é um catalão convicto e defensor da independência da região da Catalunha.
33	None	No lance seguinte, o Peru sofreu um duro baque com a expulsão precoce de Christian Cueva.	O Peru ficou com um a menos, após expulsão de Cueva.
34	None	A PT Portugal vai alargar a rede de fibra óptica nos próximo 5 anos.	São 3 os pilares que levaram a esta vontade de crescimento da rede de fibra da PT.
35	None	O fisioterapeuta do Arouca, Diogo Duarte Oliveira, foi suspenso por 20 dias.	Já o fisioterapeuta do Arouca, Diogo Oliveira – também expulso – foi multado em 1.530 euros.
36	None	Ricky Álvarez voltou hoje, dia 17 de Setembro, a ser associado à equipa do Futebol Clube do Porto.	Nas suas três temporadas na equipa de Milão, Ricky participou em 90 jogos e apontou 14 golos.
